age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomegroup
3,Private,228057,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,172571,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,3,Poland,<=50K
0,?,243981,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,2,United-States,<=50K
0,?,72953,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,217652,12th,8,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,344152,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,>50K
1,Private,107624,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,215395,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,133373,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,>50K
4,Local-gov,249043,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Cuba,<=50K
4,Local-gov,248595,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
2,Private,357118,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,3,2,United-States,<=50K
0,Private,168187,Some-college,10,Never-married,Other-service,Other-relative,White,Female,2,0,1,United-States,<=50K
0,Private,176520,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
4,Private,173090,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,137320,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,United-States,<=50K
2,Private,54953,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,262819,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,212894,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
4,Private,315081,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Private,280292,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,177727,10th,6,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
4,?,100881,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,0,0,0,United-States,>50K
4,Self-emp-inc,97082,12th,8,Widowed,Sales,Not-in-family,White,Male,4,0,2,United-States,>50K
2,Private,120277,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
0,Self-emp-not-inc,236769,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,176841,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,El-Salvador,<=50K
1,Private,25684,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
2,Private,98077,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,138991,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,133853,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,214385,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,381153,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,227266,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,181761,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,134220,Assoc-voc,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,146161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,>50K
1,Private,62333,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,216984,Some-college,10,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,140583,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,191446,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,0,United-States,<=50K
3,Self-emp-not-inc,208407,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,1,United-States,<=50K
1,Private,120461,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,33895,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,?,81169,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,111332,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,122612,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,Thailand,<=50K
0,Private,313873,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,117381,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,>50K
2,Private,198316,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
2,State-gov,106900,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,>50K
0,Private,108414,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,334365,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,211345,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,239058,12th,8,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,3,United-States,<=50K
3,Private,102583,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,>50K
2,Private,160192,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,4,United-States,<=50K
1,Private,332379,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,249362,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,177675,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,195508,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,174767,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Self-emp-not-inc,266668,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,94741,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,231263,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
1,Private,136309,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,33300,Assoc-acdm,12,Never-married,Farming-fishing,Other-relative,White,Male,4,0,2,United-States,>50K
3,Self-emp-not-inc,181139,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,321426,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Local-gov,104614,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,36989,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,2,0,4,United-States,<=50K
1,Private,761800,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,108496,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,99316,12th,8,Divorced,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
4,Private,162151,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,60229,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Federal-gov,201815,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,1,United-States,<=50K
1,Private,221977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Private,357954,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,India,<=50K
3,Local-gov,108435,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,160893,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,107276,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,35576,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,4,3,United-States,>50K
2,Private,184846,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,2,0,2,United-States,>50K
1,Local-gov,299249,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,45093,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,Canada,<=50K
2,Private,197731,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-inc,109856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
2,Private,249771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,4,United-States,<=50K
1,Private,216479,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,189498,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,>50K
3,Self-emp-inc,284526,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Cuba,<=50K
1,Private,213842,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,270421,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,190179,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
0,Private,180837,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,336643,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,179668,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,<=50K
0,?,166297,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
1,Private,98155,HS-grad,9,Married-AF-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,358124,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,2,United-States,<=50K
1,Private,241797,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,194995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Self-emp-not-inc,174056,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
0,Private,120361,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,358631,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,377283,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0,0,3,United-States,>50K
0,Local-gov,134181,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,3,United-States,<=50K
2,Private,409189,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Mexico,<=50K
2,State-gov,354929,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,51664,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,180299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,109053,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,3,United-States,<=50K
0,Private,243010,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,1,United-States,<=50K
1,State-gov,105787,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,159297,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,2,?,>50K
3,Private,55139,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,143058,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,>50K
2,Private,200363,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,85399,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,202508,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,139000,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Federal-gov,112008,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,Germany,<=50K
2,Private,258888,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
3,Private,145714,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,3,0,1,United-States,>50K
4,State-gov,153451,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-inc,206362,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,28518,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,237646,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
4,Local-gov,370045,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,?,30713,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,188195,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,52596,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
3,Local-gov,216689,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,368517,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
0,State-gov,389792,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,106733,11th,7,Never-married,Craft-repair,Own-child,White,Male,1,0,2,United-States,<=50K
2,Local-gov,267138,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,190297,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,4,United-States,>50K
0,Private,233280,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,134886,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,State-gov,318886,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,3,United-States,<=50K
2,Private,89559,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,132267,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,>50K
4,Private,108426,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,3,England,<=50K
1,Private,225172,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,205390,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,116632,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,>50K
2,Private,572751,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Nicaragua,<=50K
2,Private,216924,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,>50K
2,Private,180138,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-inc,165881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,228320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,180455,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,160246,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,167523,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,403276,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,184456,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
1,Private,34572,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,124963,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,State-gov,368739,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,30875,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,>50K
2,Private,33895,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Self-emp-not-inc,83704,9th,5,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,236021,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,?,>50K
1,Private,223751,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Private,75742,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,405309,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,176862,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,209034,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,34973,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,114495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,209629,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,122127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,2,United-States,>50K
1,Self-emp-not-inc,361817,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,445365,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,202214,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,132601,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,210797,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,229700,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,2,United-States,>50K
4,Self-emp-not-inc,323639,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
4,Local-gov,362165,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,4,1,United-States,<=50K
4,Self-emp-not-inc,102058,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,362835,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Federal-gov,352094,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3,0,2,Guatemala,>50K
1,Private,291586,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
1,?,146651,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female,0,0,0,United-States,<=50K
2,Self-emp-not-inc,162923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,?,164309,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,0,United-States,<=50K
2,Private,218490,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2,2,United-States,>50K
1,Private,94413,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,1,0,2,United-States,<=50K
1,State-gov,277635,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,75478,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,83066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,103323,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,69236,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Japan,<=50K
4,Private,269708,Bachelors,13,Divorced,Tech-support,Own-child,White,Female,1,0,0,United-States,<=50K
2,Private,277647,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
2,Private,151504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,311311,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,166606,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,548510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,1,United-States,<=50K
2,Private,103323,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
3,Private,196571,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,273929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2,3,United-States,<=50K
4,Private,129836,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,761006,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
3,State-gov,93449,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,India,>50K
3,Private,235567,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,<=50K
4,Private,78273,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,Private,237943,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,Poland,<=50K
1,Private,190385,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Federal-gov,48123,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Federal-gov,223163,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Private,181020,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,148940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
0,?,237078,11th,7,Never-married,?,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,325390,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,200295,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,30529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,128354,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,>50K
3,Self-emp-inc,206862,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,40295,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,292962,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Female,0,0,2,United-States,<=50K
4,Local-gov,146244,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,222584,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,200127,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,362302,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,254478,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,>50K
3,Private,206707,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,324506,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,3,South,<=50K
1,Private,544319,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,93511,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Local-gov,161942,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,2,United-States,<=50K
4,?,150031,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,187711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,142226,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,115289,Some-college,10,Divorced,Sales,Own-child,White,Male,0,1,4,United-States,<=50K
2,Private,104521,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,568490,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,209230,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,420277,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,174794,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,308945,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,4,United-States,<=50K
0,?,203992,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,2,United-States,<=50K
