age,workclass=Private,workclass=Government,workclass=Self-emp-inc,workclass=Self-emp-not-inc,workclass=No-pay-or-work,fnlwgt,education-num,marital-status=Married-civ-spouse,marital-status=Never-married,marital-status=Divorced-or-spouse-absent,marital-status=Separated-Widowed,marital-status=Married-AF-spouse,occupation=service-cleaners,occupation=Prof-specialty,occupation=Craft-repair,occupation=Exec-managerial,occupation=Adm-clerical-Machine,occupation=Sales,occupation=Protective-serv,occupation=Farming-fishing,occupation=Tech-support,occupation=Transport-moving,relationship=Wife-Husband,relationship=Other-relative-or-Unmarried,relationship=Own-child,relationship=Not-in-family,race=Other,race=White,race=Asian-Pac-Islander,sex,capital-gain,capital-loss,hours-per-week,native-country=United-States,native-country=CountryGroup1,native-country=Mexico,native-country=CountryGroup2,native-country=CountryGroup3,native-country=CountryGroup4,incomegroup
0.25,1,0,0,0,0,0.118616,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,0,0,0,1,0,0.113906,0.333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
1,0,1,0,0,0,0.19675,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.095198,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.060083,0.666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.75,0,1,0,0,0,0.085966,0.866667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.75,0,0.75,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.337406,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.309963,0.533333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.191199,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,1
0,1,0,0,0,0,0.134677,0.266667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.063358,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.08315,0.533333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.121833,0.533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.113195,0.533333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.082619,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.122239,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.166042,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,0,0,0,0,0,1,0
0.5,1,0,0,0,0,0.057051,0.533333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.139954,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,0,0,1,0,0,0.065732,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.167929,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
1,1,0,0,0,0,0.063885,0.533333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.076686,0.533333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,1
0.5,0,0,0,1,0,0.14278,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,0,0,0,1,0,0.070098,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0,0,0,1,0,0,0
1,1,0,0,0,0,0.100414,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.006434,0.333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.253392,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0.014098,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
1,1,0,0,0,0,0.064128,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,1,0,0,0,0,0,0
0.25,0,0,1,0,0,0.046421,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.018704,0.866667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0.288405,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.071827,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.118819,0.666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.144201,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.25,0,0,1,0,0,0,1
0,1,0,0,0,0,0.155767,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.084196,0.866667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.02403,0.733333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0,0.5,1,0,0,0,0,0,1
0.25,0,0,0,1,0,0.195119,0.533333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0.147877,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.25,0,1,0,0,0,0,0
0.75,0,0,1,0,0,0.057298,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0,1,0,0,0,0,0.149927,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.067929,0.666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.12762,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.042638,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.069953,0.533333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.5,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.227578,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.193803,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.089085,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.082951,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.103624,0.533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.176201,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.083666,0.533333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0,0,0,0,1,0,0.016092,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
1,1,0,0,0,0,0.242903,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.048349,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.149918,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.128698,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.138871,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.122803,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
1,0,0,0,1,0,0.026085,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.25,1,0,0,0,0,0,1
1,1,0,0,0,0,0.105738,0.533333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0.116259,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.140282,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.093514,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.02601,0.066667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5,0,1,0,0,0,0,0
0,1,0,0,0,0,0.190226,0.533333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.107159,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.033921,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.154043,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
1,1,0,0,0,0,0.027604,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,0,0,1,0,0.116212,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.144046,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.25,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.0822,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.093167,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.165119,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.130237,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.169492,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,0,0,0,1,0,0.122803,0.733333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.234525,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
1,1,0,0,0,0,0.125122,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0.064778,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.096248,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.193341,0.666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,0,0,0,0,0,1,0
1,0,0,0,1,0,0.11431,0.533333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.169879,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.021338,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.25,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.108944,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.155262,0.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.179854,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.02621,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.077512,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.148628,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.105822,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.262204,0.533333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.239287,0.266667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.208739,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.157531,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0
0.75,1,0,0,0,0,0.164297,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.052257,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.25,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.187417,0.866667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0,0,0,0,1,0,1
0,1,0,0,0,0,0.14116,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.114596,0.666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.114049,0.533333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.044831,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.015812,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.095723,0.666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0,1,0,0,0,0,0
0,1,0,0,0,0,0.007805,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
1,0,0,0,1,0,0.276599,0.666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,0,0,1,0,0.049545,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.023707,0.466667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.107819,0.533333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.06879,0.733333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.218167,0.866667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0,0,0,1,0,0,0
0.25,1,0,0,0,0,0.111071,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,1,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.109651,0.533333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.182727,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.060621,0.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0,1,0,0,0,0,0
0.5,1,0,0,0,0,0.125363,0.666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.100844,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.17333,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.081095,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.070054,0.533333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.013315,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.5,0,0.75,1,0,0,0,0,0,1
0.75,0,0,0,1,0,0.110262,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.144878,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.091895,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,0,1,0,0,0,0.175116,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.048259,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.121716,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.005458,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,0,0,0,0,1,0,1
0.25,1,0,0,0,0,0.061354,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.116282,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.054466,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.242304,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.072391,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.192197,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.103905,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.084509,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.109218,0.733333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.185532,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.059223,0.866667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.066348,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.212869,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.110193,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.187502,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0,0.75,1,0,0,0,0,0,1
1,1,0,0,0,0,0.110536,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,0,0,0,1,0,0.066724,0.933333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
